WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid
"POLYGON ((73435.528 412049.059,73432.196 412050.235,73430.392 412045.128,73433.724 412043.951,73435.528 412049.059))","1924100100044118",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100044118,"2021",Pand in gebruik,,,,"0",pand.01453e25-3861-4df1-b4e2-9ea4af9fea4e
"POLYGON ((73501.662 411881.892,73499.91 411877.199,73502.171 411876.356,73503.923 411881.048,73501.662 411881.892))","1924100100043635",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043635,"2021",Pand in gebruik,,,,"0",pand.1e7254e1-421a-447d-92be-3e38e3e33f0e
"POLYGON ((73309.812 412132.403,73311.329 412134.837,73308.958 412136.314,73307.441 412133.88,73309.812 412132.403))","1924100100044119",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100044119,"2021",Sloopvergunning verleend,,,,"0",pand.0d6a78a1-6c57-4c99-9b5f-8388c3dc0c5e
"POLYGON ((73871.791 411955.652,73870.355 411953.1,73873.542 411951.306,73874.978 411953.858,73871.791 411955.652))","1924100100044121",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100044121,"2021",Pand in gebruik,,,,"0",pand.f1ece1e8-6591-4a6a-a020-0c17936e38ec
"POLYGON ((73700.291 411771.499,73703.411 411769.675,73705.694 411773.582,73702.574 411775.406,73700.291 411771.499))","1924100100044124",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100044124,"2021",Pand in gebruik,,,,"0",pand.bfc5c35e-79af-45d9-8a48-f5d40096adf1
"POLYGON ((74195.898 412592.378,74195.978 412589.13,74198.627 412588.697,74201.093 412592.037,74196.471 412592.793,74196.39 412592.297,74195.898 412592.378))","1924100100043645",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043645,"2021",Pand in gebruik,,,,"0",pand.c0856d06-8221-4007-9882-69711d5bf50f
"POLYGON ((74257.708 411740.165,74257.795 411739.537,74261.317 411740.025,74260.81 411743.692,74257.288 411743.205,74257.522 411741.509,74257.708 411740.165))","1924100100043649",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043649,"2021",Pand in gebruik,,,,"0",pand.b6d8ac79-6077-4b97-a270-4db3fad3a27f
"POLYGON ((73312.959 411801.06,73310.58 411800.548,73310.972 411798.717,73313.351 411799.23,73312.959 411801.06))","1924100100043669",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043669,"2021",Pand in gebruik,,,,"0",pand.657db835-0f17-4d53-9401-66340278e9c7
"POLYGON ((73675.053 412300.262,73678.709 412300.15,73678.832 412304.162,73675.177 412304.274,73675.053 412300.262))","1924100100043658",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043658,"2021",Pand in gebruik,,,,"0",pand.67661eab-bcfc-4b46-8069-8888149a8465
"POLYGON ((73651.826 412259.088,73650.611 412257.637,73652.038 412256.444,73653.254 412257.895,73651.826 412259.088))","1924100100043660",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043660,"2021",Pand in gebruik,,,,"0",pand.32deeb31-3749-4751-9903-f2a5b44e5cc1
"POLYGON ((74065.932 411843.71,74065.373 411842.341,74068.217 411841.18,74068.776 411842.549,74065.932 411843.71))","1924100100043666",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043666,"2021",Pand in gebruik,,,,"0",pand.7b72c62b-30b9-4738-87cd-0cb7c96f4cd3
"POLYGON ((74055.276 412110.823,74053.399 412111.641,74052.132 412109.436,74054.254 412108.478,74055.276 412110.823))","1924100100043673",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043673,"2021",Pand in gebruik,,,,"0",pand.c005e922-7e72-4b68-bc74-50c6b4e2ec5d
"POLYGON ((73476.563 411987.345,73477.552 411990.258,73473.083 411991.847,73472.052 411988.949,73476.563 411987.345))","1924100100043657",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043657,"2021",Pand in gebruik,,,,"0",pand.1361fe37-d063-4935-9102-32790a05d11c
"POLYGON ((73663.082 411750.765,73664.085 411752.381,73661.15 411753.94,73660.26 411752.263,73663.082 411750.765))","1924100100043676",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043676,"2021",Pand in gebruik,,,,"0",pand.2292e3f4-12dd-467a-912f-bb2e6f4d887b
"POLYGON ((74105.571 411805.826,74106.172 411808.097,74103.261 411808.867,74102.66 411806.597,74105.571 411805.826))","1924100100043681",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043681,"2021",Pand in gebruik,,,,"0",pand.5c1d0771-0460-4893-9807-c0a3a1752fed
"POLYGON ((73426.938 411826.233,73427.777 411829.165,73425.261 411829.885,73424.423 411826.952,73426.938 411826.233))","1924100100043685",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043685,"2021",Pand in gebruik,,,,"0",pand.35f1741e-cab1-4004-89d5-2ec9e8214cbd
"POLYGON ((74512.102 412265.656,74514.302 412268.121,74512.488 412269.74,74510.288 412267.275,74512.102 412265.656))","1924100100043687",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043687,"2021",Pand in gebruik,,,,"0",pand.b3d9781f-ff4f-415f-a2ea-f342e79b487a
"POLYGON ((73429.185 411819.78,73431.474 411819.185,73432.337 411822.502,73430.048 411823.097,73429.185 411819.78))","1924100100043689",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043689,"2021",Pand in gebruik,,,,"0",pand.5be8bbdb-4618-4086-b7f5-77df83a1c0b7
"POLYGON ((74195.18 412100.616,74197.556 412098.637,74199.403 412100.855,74197.027 412102.834,74195.18 412100.616))","1924100100043693",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043693,"2021",Pand in gebruik,,,,"0",pand.0491507c-1463-4b42-94a9-de879e08335e
"POLYGON ((73661.927 412261.068,73659.19 412258.012,73660.811 412256.559,73663.549 412259.615,73661.927 412261.068))","1924100100043694",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043694,"2021",Pand in gebruik,,,,"0",pand.942ab7a1-5fe0-4d89-80ef-ef382b07e4c9
"POLYGON ((73384.013 411855.447,73381.022 411856.229,73380.29 411853.429,73383.281 411852.647,73384.013 411855.447))","1924100100043695",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043695,"2021",Pand in gebruik,,,,"0",pand.0fcf5590-cac4-4913-a8df-2db74912691f
"POLYGON ((73332.313 411727.691,73334.653 411729.408,73332.666 411732.119,73330.325 411730.402,73332.313 411727.691))","1924100100043699",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043699,"2021",Pand in gebruik,,,,"0",pand.1329c8d3-ea69-4670-bf9e-8d1791ba768d
"POLYGON ((73252.097 411961.935,73254.515 411968.906,73252.326 411969.665,73249.908 411962.694,73252.097 411961.935))","1924100100043714",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043714,"2021",Pand in gebruik,,,,"0",pand.539ec603-7899-4ac8-b867-5d733baf62e1
"POLYGON ((74361.034 411986.063,74360.641 411986.387,74357.446 411982.502,74360.029 411980.377,74363.313 411984.194,74361.034 411986.063))","1924100100043715",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043715,"2021",Pand in gebruik,,,,"0",pand.430a5f18-7770-4fdb-b626-144265b29238
"POLYGON ((73822.494 412469.392,73824.702 412471.888,73821.373 412474.832,73819.165 412472.336,73822.494 412469.392))","1924100100029980",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100029980,"2021",Pand in gebruik,,,,"0",pand.79a2ea0f-917c-4406-bea8-8cc0c0478654
"POLYGON ((74407.875 412328.995,74406.515 412330.252,74405.155 412328.779,74406.515 412327.523,74407.875 412328.995))","1924100100043721",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043721,"2021",Pand in gebruik,,,,"0",pand.b4518785-700a-4fb3-9119-9b7c39c9d575
"POLYGON ((74080.627 412245.156,74078.78 412243.495,74080.022 412242.114,74081.869 412243.775,74080.627 412245.156))","1924100100043728",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043728,"2021",Pand in gebruik,,,,"0",pand.6b5386fb-577d-434b-8aff-1584af6a46eb
"POLYGON ((73509.118 411849.079,73511.206 411848.521,73511.758 411850.583,73509.67 411851.142,73509.118 411849.079))","1924100100043729",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043729,"2021",Pand in gebruik,,,,"0",pand.b0625dcd-c862-4a0a-8493-935d2ef8037a
"POLYGON ((73380.142 411972.775,73379.324 411970.418,73381.451 411969.68,73382.269 411972.038,73380.142 411972.775))","1924100100043735",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043735,"2021",Pand in gebruik,,,,"0",pand.e260c4c6-fa95-4983-8379-ab165593bd0c
"POLYGON ((73495.98 411866.831,73493.287 411867.606,73492.666 411865.449,73495.359 411864.673,73495.98 411866.831))","1924100100043740",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043740,"2021",Pand in gebruik,,,,"0",pand.100f7743-c8d6-4eed-b7da-48314fa7bad5
"POLYGON ((74258.886 412057.823,74260.499 412056.46,74261.689 412057.909,74262.44 412058.797,74260.847 412060.143,74258.886 412057.823))","1924100100043742",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043742,"2021",Pand in gebruik,,,,"0",pand.19a0ad69-1717-4745-af50-622bc112d799
"POLYGON ((74176.31 411850.883,74175.638 411848.872,74178.879 411847.79,74179.163 411848.641,74179.551 411849.801,74176.31 411850.883))","1924100100043744",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043744,"2021",Pand in gebruik,,,,"0",pand.1f61d384-0ea3-4a72-a3b8-9e94a4193745
"POLYGON ((73409.924 411799.393,73411.263 411801.524,73408.848 411803.042,73407.508 411800.911,73409.924 411799.393))","1924100100043745",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043745,"2021",Pand in gebruik,,,,"0",pand.10caf929-daf1-4ca5-ad75-5a0e85f3b4b9
"POLYGON ((74391.713 411941.816,74394.135 411944.813,74392.674 411945.995,74390.251 411942.998,74391.713 411941.816))","1924100100043747",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043747,"2021",Pand in gebruik,,,,"0",pand.a8012603-b11e-4d05-a4f6-cc1121592d1a
"POLYGON ((73805.233 411727.27,73804.572 411724.467,73807.322 411723.819,73807.982 411726.622,73805.233 411727.27))","1924100100043749",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043749,"2021",Pand in gebruik,,,,"0",pand.7b0bd6ab-10f1-4dbe-a859-c8fcca9357bd
"POLYGON ((73426.938 411826.233,73424.423 411826.952,73423.559 411823.93,73426.074 411823.211,73426.938 411826.233))","1924100100043752",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043752,"2021",Pand in gebruik,,,,"0",pand.96fa1d2a-fb47-4d32-8e00-e628cd09e07f
"POLYGON ((74306.694 411950.909,74309.659 411949.922,74310.565 411952.644,74307.6 411953.631,74306.694 411950.909))","1924100100043753",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043753,"2021",Pand in gebruik,,,,"0",pand.ce7b82e6-d0d9-419c-a4d2-3b94cf3af727
"POLYGON ((74130.563 412266.417,74130.64 412266.495,74130.337 412266.794,74130.035 412266.488,74126.975 412269.509,74127.052 412269.587,74126.75 412269.886,74126.451 412269.583,74126.53 412269.506,74124.503 412267.453,74122.165 412269.76,74122.418 412270.017,74122.19 412270.241,74116.062 412264.033,74116.289 412263.808,74116.556 412264.078,74122.499 412258.213,74124.901 412260.647,74131.143 412254.486,74131.065 412254.407,74131.368 412254.109,74131.667 412254.411,74131.588 412254.489,74136.601 412259.567,74136.679 412259.489,74136.977 412259.792,74136.675 412260.09,74136.598 412260.012,74133.537 412263.033,74133.839 412263.339,74133.519 412263.654,74133.441 412263.576,74130.563 412266.417))","1924100000050187",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100000050187,"2020",Pand in gebruik,woonfunctie,"290","290","1",pand.a58ec6f1-b1d1-4d73-83a2-0dc4519a64bc
"POLYGON ((73444.297 412186.32,73441.073 412183.701,73442.968 412181.369,73446.192 412183.988,73444.297 412186.32))","1924100100043765",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043765,"2021",Pand in gebruik,,,,"0",pand.fe26654c-273f-4b95-852d-2ea4d8bc04f6
"POLYGON ((73962.891 412402.474,73958.791 412406.066,73956.93 412403.942,73961.03 412400.35,73962.891 412402.474))","1924100100043771",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043771,"2021",Pand in gebruik,,,,"0",pand.971164e6-4616-4261-a610-04acc00137f0
"POLYGON ((73941.778 412201.453,73939.856 412198.233,73943.385 412196.126,73945.307 412199.346,73941.778 412201.453))","1924100100043772",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043772,"2021",Pand in gebruik,,,,"0",pand.77b0cdeb-6f28-4771-9fad-3084702434d3
"POLYGON ((73557.89 411864.254,73554.685 411865.467,73553.528 411862.41,73558.41 411860.562,73559.647 411863.589,73557.89 411864.254))","1924100100043773",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043773,"2021",Pand in gebruik,,,,"0",pand.bb558604-5e11-455a-afb6-a0e208dbe2ff
"POLYGON ((73485.788 411833.317,73486.155 411834.816,73484.498 411835.222,73484.13 411833.723,73485.788 411833.317))","1924100100043776",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043776,"2021",Pand in gebruik,,,,"0",pand.64ef1d10-3f29-4e7b-beb1-0b2fce771d30
"POLYGON ((73332.282 412403.807,73333.201 412404.818,73331.715 412406.169,73330.796 412405.158,73332.282 412403.807))","1924100100043777",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043777,"2021",Pand in gebruik,,,,"0",pand.fe7b1240-5829-4b26-a5a7-2d8d0ac24284
"POLYGON ((73661.304 412318.89,73659.952 412317.412,73661.374 412316.113,73662.725 412317.591,73661.304 412318.89))","1924100100043780",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043780,"2021",Pand in gebruik,,,,"0",pand.abe056fb-38d0-4d0f-8b12-af27fb8b81cc
"POLYGON ((74097.209 411982.951,74096.761 411981.641,74099.397 411980.74,74099.845 411982.05,74097.209 411982.951))","1924100100043781",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043781,"2021",Pand in gebruik,,,,"0",pand.7209a144-06ac-4210-9679-31c91735ff72
"POLYGON ((73278.942 412213.511,73280.181 412215.561,73278.491 412216.582,73277.252 412214.532,73278.942 412213.511))","1924100100043787",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043787,"2021",Pand in gebruik,,,,"0",pand.2f47595c-a2cb-4763-ae5a-501b560c8950
"POLYGON ((73445.843 412110.426,73446.248 412111.735,73442.917 412112.766,73442.512 412111.456,73445.843 412110.426))","1924100100043791",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043791,"2021",Pand in gebruik,,,,"0",pand.b0602f2d-e091-4d87-832a-fb2033f0f09c
"POLYGON ((73333.266 411728.208,73335.095 411725.714,73336.574 411726.799,73334.746 411729.293,73333.266 411728.208))","1924100100043794",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043794,"2021",Pand in gebruik,,,,"0",pand.dd2f2e15-2f51-491b-9f2a-9d41207a6a94
"POLYGON ((74010.746 412381.404,74010.815 412379.924,74012.132 412379.244,74013.38 412380.044,74013.31 412381.525,74011.993 412382.205,74010.746 412381.404))","1924100100043799",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043799,"2021",Pand in gebruik,,,,"0",pand.aff81f50-78e5-4a01-9c4a-33c5816eeeb1
"POLYGON ((73723.287 412047.755,73725.347 412046.736,73726.753 412049.58,73724.693 412050.599,73723.287 412047.755))","1924100100043811",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043811,"2021",Pand in gebruik,,,,"0",pand.a50ad209-ba3d-4470-a894-76646fd4ac5a
"POLYGON ((73414.791 411834.191,73415.401 411836.94,73412.869 411837.502,73412.259 411834.753,73414.791 411834.191))","1924100100043812",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043812,"2021",Pand in gebruik,,,,"0",pand.15138c04-65e6-4672-8c89-e345f9a5f217
"POLYGON ((73409.484 411733.218,73411.697 411731.654,73411.743 411731.72,73413.262 411733.869,73411.617 411735.014,73411.043 411735.422,73409.484 411733.218))","1924100100043814",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043814,"2021",Pand in gebruik,,,,"0",pand.caf88892-4771-4dfa-81ba-1a1cea253abb
"POLYGON ((73318.536 412082.801,73321.129 412081.319,73322.366 412083.487,73322.154 412083.608,73319.734 412084.897,73318.536 412082.801))","1924100100043815",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043815,"2021",Pand in gebruik,,,,"0",pand.9926ae03-4287-4d24-aaab-e376b6d8df69
"POLYGON ((73429.658 412418.806,73432.418 412421.919,73430.931 412423.237,73428.171 412420.124,73429.658 412418.806))","1924100100043818",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043818,"2021",Pand in gebruik,,,,"0",pand.2a78d710-8850-46ca-a6ac-13d7fb267382
"POLYGON ((74176.308 412029.281,74174.213 412031.022,74172.261 412028.662,74174.355 412026.922,74176.308 412029.281))","1924100100043820",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043820,"2021",Pand in gebruik,,,,"0",pand.1e13a8a3-773a-4c27-95ae-402a3123e15e
"POLYGON ((73944.177 412175.188,73941.571 412176.744,73940.026 412174.156,73942.632 412172.6,73944.177 412175.188))","1924100100043823",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043823,"2021",Pand in gebruik,,,,"0",pand.ddb162de-454d-4d2f-a888-6c0e78ddfcd4
"POLYGON ((74440.332 412369.4,74438.086 412371.449,74436.035 412369.232,74438.282 412367.183,74440.332 412369.4))","1924100100043825",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043825,"2021",Pand in gebruik,,,,"0",pand.7f699ffc-d687-4aec-ad47-6836c98f36a4
"POLYGON ((74248.664 412065.991,74246.018 412062.86,74248.363 412060.878,74251.009 412064.009,74248.664 412065.991))","1924100100043833",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043833,"2021",Pand in gebruik,,,,"0",pand.c62d1806-5999-4d39-bc4e-dd4578f010a4
"POLYGON ((73175.223 411905.211,73179.052 411903.775,73180.379 411907.35,73176.55 411908.786,73175.223 411905.211))","1924100100043837",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043837,"2021",Pand in gebruik,,,,"0",pand.cf6ea8dd-f563-4243-a4bb-4c5e5c210321
"POLYGON ((73494.46 411871.895,73493.794 411869.581,73496.396 411868.832,73497.062 411871.146,73494.46 411871.895))","1924100100043806",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043806,"2021",Pand in gebruik,,,,"0",pand.3b055546-115e-4250-9494-54443a218f7f
"POLYGON ((73723.368 411977.371,73719.726 411971.406,73725.533 411967.922,73729.227 411974.045,73723.368 411977.371))","1924100100030242",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100030242,"2021",Bouw gestart,,,,"0",pand.f9309f59-d1f1-4569-bd79-ff0fc2a9e93c
"POLYGON ((74166.093 412245.895,74162.014 412250.0,74155.734 412243.96,74159.818 412239.769,74166.093 412245.895))","1924100100050094",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100050094,"2023",Pand in gebruik (niet ingemeten),woonfunctie,"55","55","1",pand.fb2e7f57-437e-483b-9cb7-09115fa16e78
"POLYGON ((74132.436 412247.319,74124.913 412240.2,74128.358 412236.687,74135.78 412243.96,74132.436 412247.319))","1924100100050096",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100050096,"2023",Pand in gebruik (niet ingemeten),,,,"0",pand.2361f866-3d02-45c7-a41a-07c74fd781de
"POLYGON ((74114.858 412275.275,74115.355 412275.767,74118.188 412278.57,74112.894 412283.921,74109.915 412280.973,74109.001 412281.898,74106.172 412279.098,74107.086 412278.174,74103.678 412274.801,74108.946 412269.477,74110.368 412270.884,74114.377 412266.832,74119.339 412271.742,74116.747 412274.361,74116.249 412273.869,74114.858 412275.275))","1924100000050204",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100000050204,"2021",Pand in gebruik,woonfunctie,"263","263","1",pand.2cae2291-2325-4825-a0a4-edb1cbaaaeb1
"POLYGON ((73337.352 412411.123,73338.767 412409.836,73340.141 412411.349,73338.726 412412.635,73337.352 412411.123))","1924100100043849",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043849,"2021",Pand in gebruik,,,,"0",pand.c17316c7-efd1-4d94-8a7d-6f0bae04b558
"POLYGON ((74325.095 412448.098,74325.297 412450.383,74323.16 412450.572,74322.958 412448.286,74325.095 412448.098))","1924100100043861",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043861,"2021",Pand in gebruik,,,,"0",pand.10b9a10c-7561-4914-8c1d-23119dbaa055
"POLYGON ((74258.966 411931.287,74257.08 411931.934,74256.277 411929.59,74258.162 411928.943,74258.966 411931.287))","1924100100043863",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043863,"2021",Pand in gebruik,,,,"0",pand.4dfc698a-e2d7-4ab7-ac94-8c7ae1b9a623
"POLYGON ((73416.784 411925.885,73416.126 411923.813,73418.306 411923.12,73418.964 411925.193,73416.784 411925.885))","1924100100043864",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043864,"2021",Pand in gebruik,,,,"0",pand.291a9ef3-032c-430a-a139-6c763ceee902
"POLYGON ((73848.86 412351.945,73846.409 412353.283,73845.615 412351.83,73844.761 412352.296,73842.991 412349.056,73846.296 412347.251,73848.86 412351.945))","1924100100043866",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043866,"2021",Pand in gebruik,,,,"0",pand.3fe8f986-323c-4aff-96e1-9654bd5cde4f
"POLYGON ((73479.21 411788.492,73480.141 411791.643,73477.485 411792.428,73476.553 411789.277,73479.21 411788.492))","1924100100043870",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043870,"2021",Pand in gebruik,,,,"0",pand.1fcf920d-da86-426b-be92-6b3354c2f4af
"POLYGON ((74062.293 411767.606,74067.423 411766.277,74068.224 411769.368,74063.094 411770.697,74062.293 411767.606))","1924100100050192",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100050192,"2017",Pand in gebruik,,,,"0",pand.31faa75b-b4b9-4cd1-95a5-64aec9a8152e
"POLYGON ((73712.03 411959.883,73710.359 411960.746,73708.948 411958.015,73716.851 411953.932,73718.262 411956.663,73712.03 411959.883))","1924100100043878",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043878,"2021",Pand in gebruik,,,,"0",pand.34ae4ced-d2ca-45a9-bdff-897ccd986931
"POLYGON ((73899.459 411723.367,73896.543 411723.989,73895.751 411720.273,73898.668 411719.651,73899.459 411723.367))","1924100100043881",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043881,"2021",Pand in gebruik,,,,"0",pand.4e714492-91f4-411c-83d9-d1bfbff07756
"POLYGON ((73377.995 411919.35,73379.181 411923.399,73375.569 411924.457,73374.383 411920.409,73377.995 411919.35))","1924100100043882",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043882,"2021",Pand in gebruik,,,,"0",pand.f545617b-e2a9-44ba-9383-55fe1130c5c1
"POLYGON ((73368.445 412121.049,73371.313 412121.689,73370.947 412123.328,73369.501 412124.148,73367.837 412123.777,73368.445 412121.049))","1924100100043884",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043884,"2021",Pand in gebruik,,,,"0",pand.6f97f34d-b9b8-4df7-8b9f-2d29b8fa8ac9
"POLYGON ((74296.264 411870.468,74294.237 411864.385,74297.482 411863.312,74299.507 411869.388,74296.264 411870.468))","1924100100043886",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043886,"2009",Pand in gebruik,,,,"0",pand.0b67a0c9-e60b-461a-b3fc-932ecbca9018
"POLYGON ((73270.782 412108.086,73272.161 412110.297,73270.612 412111.262,73269.234 412109.051,73270.782 412108.086))","1924100100043887",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043887,"2021",Pand in gebruik,,,,"0",pand.e8f47347-17a5-434e-b5f9-e259d45a64f2
"POLYGON ((74155.745 412251.826,74150.886 412256.513,74146.009 412251.368,74144.522 412252.789,74140.912 412249.241,74142.828 412247.337,74144.646 412249.185,74149.277 412244.882,74155.745 412251.826))","1924100100050417",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100050417,"2023",Pand in gebruik (niet ingemeten),woonfunctie,"105","105","1",pand.94b537a2-339b-48c1-8a3b-503d34328c18
"POLYGON ((73375.906 411916.02,73373.812 411916.727,73372.896 411914.015,73374.991 411913.308,73375.906 411916.02))","1924100100043892",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043892,"2021",Pand in gebruik,,,,"0",pand.140a6c4e-d110-4199-a1d1-e70ad27e6411
"POLYGON ((73431.184 412027.012,73435.231 412025.471,73436.296 412028.337,73432.249 412029.878,73431.184 412027.012))","1924100100043893",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043893,"2021",Pand in gebruik,,,,"0",pand.5a12aa09-f2c7-45a7-a00e-7ebcac21e852
"POLYGON ((73903.148 411821.51,73907.143 411820.25,73908.313 411823.96,73904.318 411825.22,73903.148 411821.51))","1924100100043894",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043894,"2021",Pand in gebruik,,,,"0",pand.3ab55464-1e16-4610-b540-d1f7c9d907c7
"POLYGON ((73651.858 412261.684,73658.648 412255.938,73663.961 412262.255,73657.179 412267.854,73651.858 412261.684))","1924100100050535",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100050535,"2023",Bouwvergunning verleend,,,,"0",pand.50ef332e-698a-48e7-b140-0f1e960fa230
"POLYGON ((73352.463 412041.208,73353.823 412040.592,73354.709 412040.191,73356.558 412044.276,73354.312 412045.293,73352.463 412041.208))","1924100100043899",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043899,"2021",Pand in gebruik,,,,"0",pand.749e1057-3c3f-4ed9-bcdd-9e52a6fad22b
"POLYGON ((73598.139 411842.339,73599.079 411844.582,73596.38 411845.714,73595.439 411843.471,73598.139 411842.339))","1924100100043903",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043903,"2021",Pand in gebruik,,,,"0",pand.7b86a1a4-0f99-43ed-9dcd-86e223b09c5b
"POLYGON ((73299.839 411986.291,73301.345 411990.488,73297.823 411991.752,73296.316 411987.556,73299.839 411986.291))","1924100100043912",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043912,"2021",Pand in gebruik,,,,"0",pand.dc630586-a28b-40cd-9494-3395e4128f8c
"POLYGON ((73407.06 412018.873,73400.995 412021.363,73398.935 412016.346,73405.0 412013.855,73407.06 412018.873))","1924100100043915",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043915,"2021",Pand in gebruik,,,,"0",pand.f710e781-4cea-4985-ae26-66ec85dc0ff1
"POLYGON ((73478.385 411846.136,73479.204 411848.261,73476.831 411849.175,73476.012 411847.051,73478.385 411846.136))","1924100100043917",http://bag.basisregistraties.overheid.nl/bag/id/pand/1924100100043917,"2021",Pand in gebruik,,,,"0",pand.fa74449d-2f14-4151-9890-c9c0d80ad1a4
