WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid
"POLYGON ((4.21280399562301 51.6927272994091,4.21293901974115 51.6926921837026,4.21297525763287 51.6927460423588,4.21279124595781 51.6927938541911,4.21276946455871 51.6927614720555,4.2128377189763 51.6927437374042,4.21282544940865 51.692725500933,4.21280615417098 51.6927305122557,4.21280399562301 51.6927272994091))","0580100000241566",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241566,"1935",Pand in gebruik,woonfunctie,"117","117","1",pand.4859b0bb-f9a1-4778-a883-5d5b0b1be969
"POLYGON ((4.21272216661252 51.6903191348682,4.21279966929955 51.6902948948594,4.21284328287304 51.6903464723492,4.21284544644401 51.6903494874823,4.21278517857892 51.6903683719342,4.21276580830179 51.6903746409943,4.21272216661252 51.6903191348682))","0580100000241567",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241567,"1880",Pand in gebruik,,,,"0",pand.d2cd128a-1f30-4b38-ba89-ff7a9e27bc5d
"POLYGON ((4.21265043250301 51.6933588578929,4.21267724829835 51.693390661284,4.21264182899019 51.6934021989187,4.21261499851899 51.6933704043614,4.21265043250301 51.6933588578929))","0580100000241568",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241568,"1954",Pand in gebruik,,,,"0",pand.f54132ee-ed55-4b34-906f-828727e4f2cc
"POLYGON ((4.21274356395258 51.6939222882921,4.21264239147078 51.6939771421986,4.21259074353428 51.6939401726128,4.21272094846313 51.6938685302254,4.21274613708756 51.6938549392953,4.21277186881509 51.6938733557122,4.21274668018805 51.6938869466478,4.21271670916816 51.6939031144952,4.21274356395258 51.6939222882921))","0580100000241569",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241569,"1935",Pand in gebruik,woonfunctie,"78","78","1",pand.e480d820-c91c-4a4b-a44e-8a64af420938
"POLYGON ((4.21088879170203 51.6926429963607,4.21095421819706 51.6926077681838,4.21102024533218 51.6926551307299,4.21095481905316 51.6926903499565,4.21088879170203 51.6926429963607))","0580100000243426",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243426,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.36f8884e-7b0d-46b3-bd0b-601424c98023
"POLYGON ((4.21073853308462 51.6924134644044,4.21081993270162 51.6923697040998,4.21088510551526 51.6924165277764,4.21088924223427 51.6924143040211,4.21090645521495 51.692428185594,4.21090330229774 51.6924298439157,4.21087260740435 51.6924460489673,4.21085542962889 51.6924324823686,4.21080369118222 51.6924602969678,4.21073853308462 51.6924134644044))","0580100000243427",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243427,"1954",Pand in gebruik,woonfunctie,"101","101","1",pand.74a00124-26b8-42af-b879-28111d583725
"POLYGON ((4.21057351829946 51.6925021761438,4.21065711861611 51.6924572334935,4.21072229138587 51.6925040572602,4.21063869104669 51.6925489999567,4.21057351829946 51.6925021761438))","0580100000243428",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243428,"1954",Pand in gebruik,woonfunctie,"96","96","1",pand.ad57a174-1aed-4732-9523-b67eb68abc16
"POLYGON ((4.21065711861611 51.6924572334935,4.21073853308462 51.6924134644044,4.21080369118222 51.6924602969678,4.21072229138587 51.6925040572602,4.21065711861611 51.6924572334935))","0580100000243429",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243429,"1954",Pand in gebruik,woonfunctie,"96","96","1",pand.7d950fd8-b151-4d35-9f8f-43b7d192a9ae
"POLYGON ((4.21059008829552 51.6922621753853,4.2106556248068 51.6922265978986,4.21072144772595 51.6922734371899,4.21065591119799 51.6923090147132,4.21059008829552 51.6922621753853))","0580100000243430",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243430,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.0b47ef87-0286-4253-9ab9-65728eba3bdd
"POLYGON ((4.21052456637533 51.6922977439933,4.21059008829552 51.6922621753853,4.21065591119799 51.6923090147132,4.21062315024243 51.6923267990402,4.21059038926112 51.6923445833578,4.21052456637533 51.6922977439933))","0580100000243431",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243431,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.69328c6a-7eff-41c2-beb8-3b55bcf52f06
"POLYGON ((4.2103913216091 51.6923700725417,4.21045902965803 51.6923333214058,4.21052485276091 51.69238015182,4.21045714446097 51.6924169119807,4.2103913216091 51.6923700725417))","0580100000243432",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243432,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.6208631c-8683-4dfe-888c-2d06ed4a8cf6
"POLYGON ((4.21036736264886 51.6920117069003,4.21043710309659 51.6919735379132,4.21050488099604 51.692021376809,4.2104351405311 51.6920595458363,4.21036736264886 51.6920117069003))","0580100000243433",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243433,"1959",Pand in gebruik,woonfunctie,"79","79","1",pand.8a9c9435-0ad7-4eb0-b2db-b51b1a84416c
"POLYGON ((4.21029977930646 51.6920486839673,4.21036736264886 51.6920117069003,4.2104351405311 51.6920595458363,4.21036755717201 51.6920965229422,4.21029977930646 51.6920486839673))","0580100000243434",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243434,"1959",Pand in gebruik,woonfunctie,"79","79","1",pand.2add06eb-c58c-4225-a9b3-e26679c4ff7e
"POLYGON ((4.21023221008008 51.692085670127,4.21029977930646 51.6920486839673,4.21036755717201 51.6920965229422,4.21029998792896 51.6921335091408,4.21023221008008 51.692085670127))","0580100000243435",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243435,"1959",Pand in gebruik,woonfunctie,"79","79","1",pand.f1dce85c-0d5c-41eb-95f0-f80077480688
"POLYGON ((4.22037488162086 51.6899533757721,4.22054529045253 51.689920222,4.22056875937087 51.6899664090539,4.2203988115567 51.6900001877154,4.22039854957188 51.6899996906941,4.22037488162086 51.6899533757721))","0580100000243006",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243006,"1975",Pand in gebruik,woonfunctie,"128","128","1",pand.357de11e-763f-486c-b602-b20074b56ba1
"POLYGON ((4.21170620726752 51.6895693917007,4.2118374060326 51.6895392279805,4.21183300473731 51.6895321631607,4.21182256950151 51.6895146281669,4.21183327867378 51.689512155718,4.2118340918551 51.6895137010505,4.2118371612462 51.6895130217008,4.21188499252202 51.6895023909604,4.21192216529124 51.6895741211161,4.21161353067843 51.6896477201303,4.21157500832849 51.6895995552732,4.21170620726752 51.6895693917007))","0580100000239954",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239954,"1875",Pand in gebruik,"bijeenkomstfunctie,woonfunctie","143","143","1",pand.de93f4f5-6f2e-4186-b30b-60004dd9a265
"POLYGON ((4.21098798906593 51.6891122117361,4.21106513511892 51.6890793935005,4.21109169306565 51.6890664549279,4.21109292228883 51.6890675729573,4.21121805265782 51.6891817981487,4.21111900845752 51.6892263343733,4.21098798906593 51.6891122117361))","0580100000239955",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239955,"1910",Pand in gebruik,logiesfunctie,"262","262","1",pand.4cc145a5-552d-407f-b6a5-0323c2f3675b
"POLYGON ((4.217337243936 51.6909472938289,4.21736736179878 51.6909415269012,4.21736747817547 51.6909415010958,4.21738097380095 51.690967749805,4.21738126537516 51.6909682201608,4.21735112606429 51.6909742565568,4.217337243936 51.6909472938289))","0580100000239958",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239958,"1993",Pand in gebruik,,,,"0",pand.ece01626-c26a-44af-8107-d6a79bdca8f0
"POLYGON ((4.22266129967492 51.6956782990841,4.22265427971949 51.6956475668362,4.22326195338602 51.695593909514,4.22329328811264 51.6957309479094,4.22268561240811 51.6957846143749,4.22266129967492 51.6956782990841))","0580100000241994",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241994,"2005",Pand in gebruik,industriefunctie,"761","761","1",pand.333cad18-5d4e-44f4-a505-f53353d3f913
"POLYGON ((4.20400337929234 51.691372260453,4.20409045878409 51.6913565009599,4.20410044520961 51.691377825614,4.20414567089245 51.6913696347605,4.2041822888778 51.69144778919,4.20410257715185 51.6914622208492,4.20409545326372 51.6914470288573,4.20404312327726 51.691456972751,4.20400337929234 51.691372260453))","0580100000241995",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241995,"1986",Pand in gebruik,woonfunctie,"152","152","1",pand.e9ee03a7-86a0-4e37-93c3-3a9442f26671
"POLYGON ((4.20368205961457 51.6914647948811,4.20377151525261 51.6915351413074,4.20373209289513 51.6915548070908,4.20374916168308 51.6915680230683,4.20368439992792 51.6916003504209,4.20359969318724 51.6915347982806,4.20363517386352 51.691517079345,4.20361249110459 51.6914995187115,4.20368205961457 51.6914647948811))","0580100000241996",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241996,"1986",Pand in gebruik,woonfunctie,"149","149","1",pand.484edc3e-11fc-4a0b-9968-196d03d0fbfd
"POLYGON ((4.20368205961457 51.6914647948811,4.20375247798511 51.6914296481109,4.20377501898461 51.6914470994131,4.20381112953347 51.6914290721637,4.20389492904252 51.6914939228073,4.20383041684494 51.6915261179212,4.20381441115985 51.6915137307253,4.20377151525261 51.6915351413074,4.20368205961457 51.6914647948811))","0580100000241997",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241997,"1986",Pand in gebruik,woonfunctie,"149","149","1",pand.eed453b6-7997-48ac-afca-65e9a6daab3e
"POLYGON ((4.21265043250301 51.6933588578929,4.21267431279907 51.6933510789249,4.21270114330072 51.6933828734687,4.21267724829835 51.693390661284,4.21265043250301 51.6933588578929))","0580100000241570",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241570,"1954",Pand in gebruik,,,,"0",pand.b3229ba5-1f29-4299-af26-2c10fd1634c9
"POLYGON ((4.21259816781963 51.6953431800079,4.2126471224349 51.6953786483192,4.21270965015144 51.6954239611628,4.21265051796201 51.6954556667218,4.21256730748881 51.6953957815189,4.21254408542129 51.695377614968,4.2125388115298 51.6953734899218,4.21259816781963 51.6953431800079))","0580100000241571",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241571,"1996",Pand in gebruik,woonfunctie,"106","106","1",pand.1770130f-3088-4c4a-afc2-17797092f5b4
"POLYGON ((4.20807274882705 51.6921403036043,4.20807983080693 51.6921388467237,4.20808626236512 51.6921512448063,4.20807985884562 51.6921527534647,4.20807274882705 51.6921403036043))","0580100000239960",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239960,"1993",Pand in gebruik,,,,"0",pand.04458a35-eef3-4777-a524-0bb4c884fa22
"POLYGON ((4.21268550479726 51.6953327203653,4.21275102713411 51.6953796902806,4.21276866446722 51.695392335296,4.21270965015144 51.6954239611628,4.2126471224349 51.6953786483192,4.21259816781963 51.6953431800079,4.21265750980204 51.6953128609315,4.21268491794349 51.695333038095,4.21268550479726 51.6953327203653))","0580100000241572",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241572,"1996",Pand in gebruik,woonfunctie,"106","106","1",pand.c74e5f09-bee3-4149-a565-7b44937ba2be
"POLYGON ((4.21094687255156 51.6937841603985,4.21095640545848 51.6937618817667,4.21101007005435 51.6937707448114,4.21101729313082 51.6937538545376,4.21110061290656 51.6937676178766,4.21107326046838 51.6938315897423,4.21102378706483 51.6938234160475,4.21101989128927 51.6938325010652,4.21102828807244 51.6938338888394,4.21102212751431 51.6938482997476,4.21092948884605 51.6938330044724,4.2109278468545 51.6938327362808,4.21094851454147 51.6937844285899,4.21094687255156 51.6937841603985))","0580100000241573",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241573,"1978",Pand in gebruik,woonfunctie,"147","147","1",pand.3da6c359-8224-433a-9aee-810cfe25385e
"POLYGON ((4.21081842775417 51.6889435232451,4.21094824340143 51.6888964197704,4.21099891743995 51.6889461002352,4.21098074735971 51.6889535047159,4.21100339876709 51.6889773381363,4.21099128769142 51.6889825561457,4.21101856494267 51.6890109306762,4.21100884714714 51.6890153277293,4.21092213839405 51.6890488049799,4.21091942950379 51.689046188851,4.21081842775417 51.6889435232451))","0580100000241574",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241574,"1900",Pand in gebruik,woonfunctie,"265","265","1",pand.859ffba2-c20b-4553-ae2d-2fdf8c076fb3
"POLYGON ((4.21086978511757 51.6925479053839,4.21089507968483 51.6925658324128,4.21085255988703 51.6925890022619,4.21082726532382 51.6925710752239,4.21086978511757 51.6925479053839))","0580100000241575",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241575,"1954",Pand in gebruik,,,,"0",pand.fd48adec-a596-4c60-baf9-c0238a1951fc
"POLYGON ((4.21088759829498 51.6925203522995,4.2108583039776 51.6924993826671,4.21090219698716 51.6924756872503,4.21093150577012 51.692496657017,4.21088759829498 51.6925203522995))","0580100000241576",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241576,"1954",Pand in gebruik,,,,"0",pand.ab194092-fcdf-4e5a-b30d-4a91921cccdb
"POLYGON ((4.21089507968483 51.6925658324128,4.21086978511757 51.6925479053839,4.21091440261988 51.6925236059667,4.21093968273097 51.6925415328408,4.21089507968483 51.6925658324128))","0580100000241577",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241577,"1954",Pand in gebruik,,,,"0",pand.93231dad-58fc-4ffb-a810-92af7478d9d4
"POLYGON ((4.2108583039776 51.6924993826671,4.21088759829498 51.6925203522995,4.21084694749495 51.6925422914054,4.21081765318237 51.6925213217629,4.2108583039776 51.6924993826671))","0580100000241578",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241578,"1954",Pand in gebruik,,,,"0",pand.c0e02eaf-4fee-4f4e-a903-93c9ef974427
"POLYGON ((4.21078852479413 51.691680277572,4.21087170626344 51.6916641682571,4.21090052775467 51.6917216566846,4.21081734618958 51.6917377660196,4.21078852479413 51.691680277572))","0580100000241579",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241579,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.8a37d42e-3331-4825-ad37-f9135b715db3
"POLYGON ((4.20391813000772 51.6910515234003,4.20392386993463 51.6911024788919,4.20379368047607 51.691103078153,4.20378890763216 51.6910533100264,4.20391813000772 51.6910515234003))","0580100000241161",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241161,"1967",Pand in gebruik,overige gebruiksfunctie,"50","50","1",pand.8049d567-9d7e-4b0c-82fa-72b10edcbe93
"POLYGON ((4.21374684263003 51.6924576323261,4.21375544905299 51.6924704474062,4.21367162950706 51.6924921796794,4.2136629953487 51.6924793193686,4.21374684263003 51.6924576323261))","0580100000239964",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239964,"1956",Pand in gebruik,,,,"0",pand.cb5f8f0b-8476-43a1-a474-ac130253616e
"POLYGON ((4.20547547576573 51.6884666487053,4.20547806135586 51.6884695423873,4.20548281073607 51.6884748670397,4.20537240407939 51.6885129463121,4.20533879320526 51.688524535937,4.20533350965091 51.6885186215823,4.20547547576573 51.6884666487053))","0580100000239965",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239965,"1929",Pand in gebruik,,,,"0",pand.a789bad9-6a92-4a80-9349-f5585c70dbc2
"POLYGON ((4.20506351679613 51.6903589665702,4.20506453716234 51.6903614309523,4.20504145642856 51.6903651892274,4.20504062263056 51.6903627806642,4.20506351679613 51.6903589665702))","0580100000239966",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000239966,"1917",Pand in gebruik,,,,"0",pand.f8f59d18-c086-40fb-aae8-82aa8f848344
"POLYGON ((4.21016462651682 51.6921226471151,4.21023221008008 51.692085670127,4.21029998792896 51.6921335091408,4.21023240434901 51.6921704861677,4.21016462651682 51.6921226471151))","0580100000243436",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243436,"1959",Pand in gebruik,woonfunctie,"79","79","1",pand.a819423b-64cf-459a-aad0-83b33559ec37
"POLYGON ((4.21148784618024 51.6924608655912,4.21154847773824 51.6925043622081,4.21146983451182 51.6925467123984,4.21140920297333 51.6925032157411,4.21148784618024 51.6924608655912))","0580100000243437",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243437,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.abbf57a3-d419-4a73-b142-84d49d1b1538
"POLYGON ((4.21137036002558 51.692376597982,4.21142910293144 51.6924187362947,4.21135045974341 51.6924610864054,4.21132548318174 51.6924431626684,4.21129171685645 51.6924189480534,4.21137036002558 51.692376597982))","0580100000243438",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243438,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.a9043b16-ce8d-4e95-bbba-d301ca20a918
"POLYGON ((4.21125287430837 51.6922923302556,4.2113116172291 51.69233445964,4.21123297407887 51.6923768096722,4.21120360972764 51.6923557495301,4.21117423117701 51.6923346802485,4.21125287430837 51.6922923302556))","0580100000243439",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243439,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.4a2679c0-9758-4e1e-bf31-9c7f999ce4ac
"POLYGON ((4.21119413173062 51.692250191855,4.21125287430837 51.6922923302556,4.21117423117701 51.6923346802485,4.21111548861816 51.6922925418087,4.21119413173062 51.692250191855))","0580100000243440",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243440,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.2f3df211-3a17-4a33-9eea-a70295932d80
"POLYGON ((4.21107664666957 51.6921659239527,4.21113538926224 51.692208053425,4.21105674616867 51.6922504033395,4.21099800359488 51.6922082738281,4.21107664666957 51.6921659239527))","0580100000243441",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243441,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.918cffe9-21a2-4f59-8b97-d5b4781ff4a6
"POLYGON ((4.21161113362025 51.692038626137,4.21151864810425 51.692068773764,4.21146752987339 51.6920082030624,4.21156001529896 51.6919780554754,4.21161113362025 51.692038626137))","0580100000243442",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243442,"1955",Pand in gebruik,woonfunctie,"96","96","1",pand.3ed46e3a-8e60-4659-9220-aadeda64d514
"POLYGON ((4.21156843385025 51.6921277489489,4.21166091945428 51.692097601283,4.21171069095739 51.6921565762628,4.21161821972563 51.6921867241127,4.21156843385025 51.6921277489489))","0580100000243443",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243443,"1955",Pand in gebruik,woonfunctie,"96","96","1",pand.6d13316e-c8b1-4d00-a60a-9a20c78dbd0b
"POLYGON ((4.21161821972563 51.6921867241127,4.21171069095739 51.6921565762628,4.21176047705016 51.6922155513666,4.21166799127006 51.6922456991102,4.21161821972563 51.6921867241127))","0580100000243444",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243444,"1955",Pand in gebruik,woonfunctie,"96","96","1",pand.395597c7-d306-4a62-9c8f-7278afb5fc64
"POLYGON ((4.21084719574742 51.6913591397052,4.21079603878565 51.6913740964415,4.21078211822583 51.6913559869901,4.2108329635944 51.6913407754297,4.21084719574742 51.6913591397052))","0580100000241580",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241580,"1956",Pand in gebruik,,,,"0",pand.3034060c-14d5-4205-834b-ded803d37855
"POLYGON ((4.20952084686665 51.6915970068659,4.20961271029253 51.6915663241887,4.20965512867454 51.6916153828423,4.20956326517728 51.6916460655523,4.20952084686665 51.6915970068659))","0580100000241581",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241581,"1955",Pand in gebruik,woonfunctie,"79","79","1",pand.6a6e6b8a-c6bf-4ab5-9405-17c8c7f8bf60
"POLYGON ((4.20959144089277 51.6941552188755,4.20961843236456 51.6941740981241,4.2095818057306 51.6941952862043,4.20957763095478 51.6941922957359,4.20955620192497 51.6942036674797,4.2095876421559 51.6942266816009,4.20949681422457 51.6942746071957,4.20949220889989 51.6942770419343,4.20945773113126 51.6942518038522,4.20944137854417 51.6942604219608,4.20941905101059 51.6942440796102,4.20959144089277 51.6941552188755))","0580100000241582",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241582,"1978",Pand in gebruik,woonfunctie,"128","128","1",pand.c737b6c2-d445-4c98-b2d9-b3adac047477
"POLYGON ((4.2095664392589 51.6913446770489,4.20951229530333 51.6913554591215,4.20950216814104 51.6913355538418,4.20955598557731 51.6913245347687,4.2095664392589 51.6913446770489))","0580100000241583",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241583,"1955",Pand in gebruik,,,,"0",pand.ead3c3a5-87e1-44bf-be69-2b36302b0a33
"POLYGON ((4.20948756102632 51.6907599295272,4.20952890128258 51.6907514727997,4.20955585182391 51.6908012928653,4.20951449706714 51.6908097494567,4.20948756102632 51.6907599295272))","0580100000241584",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241584,"1972",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.34e3f142-ce01-4ba6-afa6-bc96e114f6e2
"POLYGON ((4.20947854105292 51.6915480751447,4.20957039041541 51.6915173743811,4.20961271029253 51.6915663241887,4.20952084686665 51.6915970068659,4.20947854105292 51.6915480751447))","0580100000241586",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241586,"1955",Pand in gebruik,woonfunctie,"79","79","1",pand.26c777dc-44f1-4aca-9ea7-dc8a484a9905
"POLYGON ((4.20951770541983 51.6908281828305,4.20953555516591 51.6908631239736,4.20950032866831 51.6908700780452,4.20948247894678 51.6908351368968,4.20951770541983 51.6908281828305))","0580100000241587",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241587,"1955",Pand in gebruik,,,,"0",pand.4a0d7d18-5a24-4985-8fc6-5dd1f4b1a6fd
"POLYGON ((4.20951770541983 51.6908281828305,4.20955213214443 51.6908213915085,4.20956998191451 51.6908563326465,4.20953555516591 51.6908631239736,4.20951770541983 51.6908281828305))","0580100000241588",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241588,"1955",Pand in gebruik,,,,"0",pand.5be643d9-9d57-40b3-b22b-d679429be336
"POLYGON ((4.20945438082558 51.6927899474606,4.20956661187342 51.6927320612338,4.20956722010416 51.6927325887294,4.2095784036946 51.6927263727115,4.20963551790338 51.6927710215489,4.2096056845193 51.6927852213305,4.20960339966137 51.6927835353351,4.20945611064651 51.6928579509697,4.20942765665776 51.692836944481,4.20948055017675 51.6928092589582,4.20945438082558 51.6927899474606))","0580100000241589",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241589,"1980",Pand in gebruik,woonfunctie,"126","126","1",pand.382a9b51-4cb4-4df7-a6c5-f39e88136f53
"POLYGON ((4.20937832789824 51.6941931591833,4.20947408850972 51.694143557336,4.2095023490736 51.6941642472342,4.2095178483734 51.6941561778741,4.20956081272475 51.6941337950376,4.20959144089277 51.6941552188755,4.20941905101059 51.6942440796102,4.20939499178351 51.6942264703274,4.20941175535774 51.6942176226365,4.20937832789824 51.6941931591833))","0580100000241590",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241590,"1978",Pand in gebruik,woonfunctie,"128","128","1",pand.bc6c31e6-2250-4c99-8d92-a976f0395e8f
"POLYGON ((4.20955401845174 51.6914984400828,4.20957039041541 51.6915173743811,4.20947854105292 51.6915480751447,4.20943464860496 51.6914973116115,4.20952651188576 51.6914666290012,4.20955401845174 51.6914984400828))","0580100000241592",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241592,"1955",Pand in gebruik,woonfunctie,"84","84","1",pand.2d31f7dc-c3a6-4c6e-9456-1a6d69136147
"POLYGON ((4.20762390566883 51.6925843771965,4.20765813088147 51.6925604148139,4.20776868215257 51.6926213879823,4.20774192664623 51.6926401219317,4.20780439635556 51.6926745688104,4.20779692642832 51.6926798062666,4.20762390566883 51.6925843771965))","0580100000241593",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241593,"1981",Pand in gebruik,woonfunctie,"57","57","1",pand.cab314b9-4abe-4199-b7a0-a2b67af1288a
"POLYGON ((4.20755512143901 51.6941421066396,4.20757470074038 51.6941317953449,4.20760441542237 51.6941521587595,4.20758489014307 51.6941631717692,4.20748936360766 51.6942153633643,4.20743446988663 51.6941765429439,4.20753002509012 51.6941243606716,4.20755512143901 51.6941421066396))","0580100000241594",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241594,"1988",Pand in gebruik,woonfunctie,"104","104","1",pand.7bbb5641-0439-4f52-98b0-a3b510cbe1bb
"POLYGON ((4.20760239122045 51.6939979268199,4.20757042794803 51.6940149812176,4.2075414241333 51.6939939867126,4.2075733874017 51.6939769323227,4.20760239122045 51.6939979268199))","0580100000241595",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241595,"1988",Pand in gebruik,,,,"0",pand.889b3475-e6e3-4a21-84bf-e61f9314cdb0
"POLYGON ((4.20763575018985 51.6941991468299,4.20768683770881 51.6942352769767,4.20759111219937 51.6942873318112,4.20754020917553 51.6942513383205,4.20763575018985 51.6941991468299))","0580100000241596",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241596,"1988",Pand in gebruik,woonfunctie,"100","100","1",pand.eb261375-4b30-4939-b657-0aa2a800bf59
"POLYGON ((4.20760239122045 51.6939979268199,4.20762448127901 51.6940139165479,4.20759253223004 51.6940309800842,4.20757042794803 51.6940149812176,4.20760239122045 51.6939979268199))","0580100000241597",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241597,"1988",Pand in gebruik,,,,"0",pand.cc2683f6-b5b5-480a-9b4d-b915f7189c7f
"POLYGON ((4.21394727220663 51.694528850966,4.21395444624307 51.6945255248774,4.21393262167197 51.6945086850379,4.21396717865605 51.6944908188962,4.21405473447773 51.694553829963,4.21406189140356 51.6945589716144,4.21402130490786 51.6945812091109,4.21401348206451 51.694575530418,4.21394727220663 51.694528850966))","0580100000241142",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241142,"1989",Pand in gebruik,,,,"0",pand.1749e014-a29c-4883-99a2-fd364361d22f
"POLYGON ((4.21166799127006 51.6922456991102,4.21176047705016 51.6922155513666,4.21181024881196 51.6922745263042,4.21171777740417 51.6923046742318,4.21166799127006 51.6922456991102))","0580100000243445",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243445,"1955",Pand in gebruik,woonfunctie,"96","96","1",pand.1233ded8-351c-4dc0-a818-2bc251d6e7b7
"POLYGON ((4.22092229441737 51.6893787315514,4.22095105947183 51.6893631069642,4.22100101077381 51.6893986266753,4.22098687030247 51.6894063065469,4.22097226017329 51.6894142514187,4.22092229441737 51.6893787315514))","0580100000242987",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242987,"1978",Pand in gebruik,overige gebruiksfunctie,"13","13","1",pand.cd6240d6-b15e-4eee-af0e-274e22c0da40
"POLYGON ((4.22087291122719 51.6904022279614,4.22092248143173 51.6903684184847,4.22102523403116 51.6904266136018,4.22097566383895 51.6904604231218,4.22087291122719 51.6904022279614))","0580100000242988",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242988,"1975",Pand in gebruik,woonfunctie,"115","115","1",pand.636d8866-a818-426f-bd1b-dc207531bdff
"POLYGON ((4.22092248143173 51.6903684184847,4.2209740094618 51.69033328009,4.22107676204842 51.690391475162,4.22102523403116 51.6904266136018,4.22092248143173 51.6903684184847))","0580100000242989",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242989,"1975",Pand in gebruik,woonfunctie,"115","115","1",pand.71ad0970-1cf7-4bde-9cc5-8a1864efa2e0
